#Problem,Name,Difficulty,Leetcode Links,Progress
660,Remove 9,Hard,https://leetcode.com/problems/remove-9,
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,
1320,Minimum Distance to Type a Word Using Two Fingers,Hard,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers,
1406,Stone Game III,Hard,https://leetcode.com/problems/stone-game-iii,
132,Palindrome Partitioning II,Hard,https://leetcode.com/problems/palindrome-partitioning-ii,
273,Integer to English Words,Hard,https://leetcode.com/problems/integer-to-english-words,
480,Sliding Window Median,Hard,https://leetcode.com/problems/sliding-window-median,
140,Word Break II,Hard,https://leetcode.com/problems/word-break-ii,
770,Basic Calculator IV,Hard,https://leetcode.com/problems/basic-calculator-iv,
335,Self Crossing,Hard,https://leetcode.com/problems/self-crossing,
1121,Divide Array Into Increasing Sequences,Hard,https://leetcode.com/problems/divide-array-into-increasing-sequences,
25,Reverse Nodes in k-Group,Hard,https://leetcode.com/problems/reverse-nodes-in-k-group,
1000,Minimum Cost to Merge Stones,Hard,https://leetcode.com/problems/minimum-cost-to-merge-stones,
99,Recover Binary Search Tree,Hard,https://leetcode.com/problems/recover-binary-search-tree,
732,My Calendar III,Hard,https://leetcode.com/problems/my-calendar-iii,
1036,Escape a Large Maze,Hard,https://leetcode.com/problems/escape-a-large-maze,
632,Smallest Range Covering Elements from K Lists,Hard,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,
45,Jump Game II,Hard,https://leetcode.com/problems/jump-game-ii,
432,All O`one Data Structure,Hard,https://leetcode.com/problems/all-oone-data-structure,
887,Super Egg Drop,Hard,https://leetcode.com/problems/super-egg-drop,
1125,Smallest Sufficient Team,Hard,https://leetcode.com/problems/smallest-sufficient-team,
312,Burst Balloons,Hard,https://leetcode.com/problems/burst-balloons,
30,Substring with Concatenation of All Words,Hard,https://leetcode.com/problems/substring-with-concatenation-of-all-words,
1444,Number of Ways of Cutting a Pizza,Hard,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,
265,Paint House II,Hard,https://leetcode.com/problems/paint-house-ii,
759,Employee Free Time,Hard,https://leetcode.com/problems/employee-free-time,
1326,Minimum Number of Taps to Open to Water a Garden,Hard,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,
630,Course Schedule III,Hard,https://leetcode.com/problems/course-schedule-iii,
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,
968,Binary Tree Cameras,Hard,https://leetcode.com/problems/binary-tree-cameras,
1136,Parallel Courses,Hard,https://leetcode.com/problems/parallel-courses,
174,Dungeon Game,Hard,https://leetcode.com/problems/dungeon-game,
587,Erect the Fence,Hard,https://leetcode.com/problems/erect-the-fence,
864,Shortest Path to Get All Keys,Hard,https://leetcode.com/problems/shortest-path-to-get-all-keys,
1312,Minimum Insertion Steps to Make a String Palindrome,Hard,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,
854,K-Similar Strings,Hard,https://leetcode.com/problems/k-similar-strings,
862,Shortest Subarray with Sum at Least K,Hard,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,
440,K-th Smallest in Lexicographical Order,Hard,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,
982,Triples with Bitwise AND Equal To Zero,Hard,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero,
60,Permutation Sequence,Hard,https://leetcode.com/problems/permutation-sequence,
805,Split Array With Same Average,Hard,https://leetcode.com/problems/split-array-with-same-average,
778,Swim in Rising Water,Hard,https://leetcode.com/problems/swim-in-rising-water,
321,Create Maximum Number,Hard,https://leetcode.com/problems/create-maximum-number,
301,Remove Invalid Parentheses,Hard,https://leetcode.com/problems/remove-invalid-parentheses,
895,Maximum Frequency Stack,Hard,https://leetcode.com/problems/maximum-frequency-stack,
493,Reverse Pairs,Hard,https://leetcode.com/problems/reverse-pairs,
51,N-Queens,Hard,https://leetcode.com/problems/n-queens,
1157,Online Majority Element In Subarray,Hard,https://leetcode.com/problems/online-majority-element-in-subarray,
352,Data Stream as Disjoint Intervals,Hard,https://leetcode.com/problems/data-stream-as-disjoint-intervals,
420,Strong Password Checker,Hard,https://leetcode.com/problems/strong-password-checker,
741,Cherry Pickup,Hard,https://leetcode.com/problems/cherry-pickup,
719,Find K-th Smallest Pair Distance,Hard,https://leetcode.com/problems/find-k-th-smallest-pair-distance,
834,Sum of Distances in Tree,Hard,https://leetcode.com/problems/sum-of-distances-in-tree,
924,Minimize Malware Spread,Hard,https://leetcode.com/problems/minimize-malware-spread,
1463,Cherry Pickup II,Hard,https://leetcode.com/problems/cherry-pickup-ii,
1345,Jump Game IV,Hard,https://leetcode.com/problems/jump-game-iv,
689,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays,
726,Number of Atoms,Hard,https://leetcode.com/problems/number-of-atoms,
483,Smallest Good Base,Hard,https://leetcode.com/problems/smallest-good-base,
960,Delete Columns to Make Sorted III,Hard,https://leetcode.com/problems/delete-columns-to-make-sorted-iii,
272,Closest Binary Search Tree Value II,Hard,https://leetcode.com/problems/closest-binary-search-tree-value-ii,
564,Find the Closest Palindrome,Hard,https://leetcode.com/problems/find-the-closest-palindrome,
992,Subarrays with K Different Integers,Hard,https://leetcode.com/problems/subarrays-with-k-different-integers,
1206,Design Skiplist,Hard,https://leetcode.com/problems/design-skiplist,
730,Count Different Palindromic Subsequences,Hard,https://leetcode.com/problems/count-different-palindromic-subsequences,
765,Couples Holding Hands,Hard,https://leetcode.com/problems/couples-holding-hands,
1203,Sort Items by Groups Respecting Dependencies,Hard,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,
980,Unique Paths III,Hard,https://leetcode.com/problems/unique-paths-iii,
185,Department Top Three Salaries,Hard,https://leetcode.com/problems/department-top-three-salaries,
87,Scramble String,Hard,https://leetcode.com/problems/scramble-string,
1044,Longest Duplicate Substring,Hard,https://leetcode.com/problems/longest-duplicate-substring,
768,Max Chunks To Make Sorted II,Hard,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,
952,Largest Component Size by Common Factor,Hard,https://leetcode.com/problems/largest-component-size-by-common-factor,
145,Binary Tree Postorder Traversal,Hard,https://leetcode.com/problems/binary-tree-postorder-traversal,
839,Similar String Groups,Hard,https://leetcode.com/problems/similar-string-groups,
1095,Find in Mountain Array,Hard,https://leetcode.com/problems/find-in-mountain-array,
827,Making A Large Island,Hard,https://leetcode.com/problems/making-a-large-island,
940,Distinct Subsequences II,Hard,https://leetcode.com/problems/distinct-subsequences-ii,
330,Patching Array,Hard,https://leetcode.com/problems/patching-array,
639,Decode Ways II,Hard,https://leetcode.com/problems/decode-ways-ii,
1483,Kth Ancestor of a Tree Node,Hard,https://leetcode.com/problems/kth-ancestor-of-a-tree-node,
936,Stamping The Sequence,Hard,https://leetcode.com/problems/stamping-the-sequence,
668,Kth Smallest Number in Multiplication Table,Hard,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,
123,Best Time to Buy and Sell Stock III,Hard,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,
780,Reaching Points,Hard,https://leetcode.com/problems/reaching-points,
1192,Critical Connections in a Network,Hard,https://leetcode.com/problems/critical-connections-in-a-network,
154,Find Minimum in Rotated Sorted Array II,Hard,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,
472,Concatenated Words,Hard,https://leetcode.com/problems/concatenated-words,
1235,Maximum Profit in Job Scheduling,Hard,https://leetcode.com/problems/maximum-profit-in-job-scheduling,
644,Maximum Average Subarray II,Hard,https://leetcode.com/problems/maximum-average-subarray-ii,
514,Freedom Trail,Hard,https://leetcode.com/problems/freedom-trail,
569,Median Employee Salary,Hard,https://leetcode.com/problems/median-employee-salary,
656,Coin Path,Hard,https://leetcode.com/problems/coin-path,
782,Transform to Chessboard,Hard,https://leetcode.com/problems/transform-to-chessboard,
847,Shortest Path Visiting All Nodes,Hard,https://leetcode.com/problems/shortest-path-visiting-all-nodes,
879,Profitable Schemes,Hard,https://leetcode.com/problems/profitable-schemes,
906,Super Palindromes,Hard,https://leetcode.com/problems/super-palindromes,
1012,Numbers With Repeated Digits,Hard,https://leetcode.com/problems/numbers-with-repeated-digits,
1199,Minimum Time to Build Blocks,Hard,https://leetcode.com/problems/minimum-time-to-build-blocks,
1289,Minimum Falling Path Sum II,Hard,https://leetcode.com/problems/minimum-falling-path-sum-ii,
1316,Distinct Echo Substrings,Hard,https://leetcode.com/problems/distinct-echo-substrings,
1147,Longest Chunked Palindrome Decomposition,Hard,https://leetcode.com/problems/longest-chunked-palindrome-decomposition,
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,
1388,Pizza With 3n Slices,Hard,https://leetcode.com/problems/pizza-with-3n-slices,
1377,Frog Position After T Seconds,Hard,https://leetcode.com/problems/frog-position-after-t-seconds,
1392,Longest Happy Prefix,Hard,https://leetcode.com/problems/longest-happy-prefix,
1449,Form Largest Integer With Digits That Add up to Target,Hard,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,
1494,Parallel Courses II,Hard,https://leetcode.com/problems/parallel-courses-ii,
1499,Max Value of Equation,Hard,https://leetcode.com/problems/max-value-of-equation,
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,
1516,Move Sub-Tree of N-Ary Tree,Hard,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree,
388,Longest Absolute File Path,Medium,https://leetcode.com/problems/longest-absolute-file-path,
681,Next Closest Time,Medium,https://leetcode.com/problems/next-closest-time,
904,Fruit Into Baskets,Medium,https://leetcode.com/problems/fruit-into-baskets,
1007,Minimum Domino Rotations For Equal Row,Medium,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row,
288,Unique Word Abbreviation,Medium,https://leetcode.com/problems/unique-word-abbreviation,
399,Evaluate Division,Medium,https://leetcode.com/problems/evaluate-division,
418,Sentence Screen Fitting,Medium,https://leetcode.com/problems/sentence-screen-fitting,
271,Encode and Decode Strings,Medium,https://leetcode.com/problems/encode-and-decode-strings,
361,Bomb Enemy,Medium,https://leetcode.com/problems/bomb-enemy,
298,Binary Tree Longest Consecutive Sequence,Medium,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,
281,Zigzag Iterator,Medium,https://leetcode.com/problems/zigzag-iterator,
1057,Campus Bikes,Medium,https://leetcode.com/problems/campus-bikes,
393,UTF-8 Validation,Medium,https://leetcode.com/problems/utf-8-validation,
163,Missing Ranges,Medium,https://leetcode.com/problems/missing-ranges,
159,Longest Substring with At Most Two Distinct Characters,Medium,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,
222,Count Complete Tree Nodes,Medium,https://leetcode.com/problems/count-complete-tree-nodes,
947,Most Stones Removed with Same Row or Column,Medium,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,
939,Minimum Area Rectangle,Medium,https://leetcode.com/problems/minimum-area-rectangle,
56,Merge Intervals,Medium,https://leetcode.com/problems/merge-intervals,
394,Decode String,Medium,https://leetcode.com/problems/decode-string,
200,Number of Islands,Medium,https://leetcode.com/problems/number-of-islands,
351,Android Unlock Patterns,Medium,https://leetcode.com/problems/android-unlock-patterns,
146,LRU Cache,Medium,https://leetcode.com/problems/lru-cache,
809,Expressive Words,Medium,https://leetcode.com/problems/expressive-words,
737,Sentence Similarity II,Medium,https://leetcode.com/problems/sentence-similarity-ii,
228,Summary Ranges,Medium,https://leetcode.com/problems/summary-ranges,
2,Add Two Numbers,Medium,https://leetcode.com/problems/add-two-numbers,
253,Meeting Rooms II,Medium,https://leetcode.com/problems/meeting-rooms-ii,
1055,Shortest Way to Form String,Medium,https://leetcode.com/problems/shortest-way-to-form-string,
1110,Delete Nodes And Return Forest,Medium,https://leetcode.com/problems/delete-nodes-and-return-forest,
289,Game of Life,Medium,https://leetcode.com/problems/game-of-life,
833,Find And Replace in String,Medium,https://leetcode.com/problems/find-and-replace-in-string,
750,Number Of Corner Rectangles,Medium,https://leetcode.com/problems/number-of-corner-rectangles,
247,Strobogrammatic Number II,Medium,https://leetcode.com/problems/strobogrammatic-number-ii,
304,Range Sum Query 2D - Immutable,Medium,https://leetcode.com/problems/range-sum-query-2d-immutable,
562,Longest Line of Consecutive One in Matrix,Medium,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix,
777,Swap Adjacent in LR String,Medium,https://leetcode.com/problems/swap-adjacent-in-lr-string,
360,Sort Transformed Array,Medium,https://leetcode.com/problems/sort-transformed-array,
280,Wiggle Sort,Medium,https://leetcode.com/problems/wiggle-sort,
524,Longest Word in Dictionary through Deleting,Medium,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting,
417,Pacific Atlantic Water Flow,Medium,https://leetcode.com/problems/pacific-atlantic-water-flow,
1087,Brace Expansion,Medium,https://leetcode.com/problems/brace-expansion,
284,Peeking Iterator,Medium,https://leetcode.com/problems/peeking-iterator,
259,3Sum Smaller,Medium,https://leetcode.com/problems/3sum-smaller,
544,Output Contest Matches,Medium,https://leetcode.com/problems/output-contest-matches,
279,Perfect Squares,Medium,https://leetcode.com/problems/perfect-squares,
274,H-Index,Medium,https://leetcode.com/problems/h-index,
3,Longest Substring Without Repeating Characters,Medium,https://leetcode.com/problems/longest-substring-without-repeating-characters,
731,My Calendar II,Medium,https://leetcode.com/problems/my-calendar-ii,
294,Flip Game II,Medium,https://leetcode.com/problems/flip-game-ii,
1146,Snapshot Array,Medium,https://leetcode.com/problems/snapshot-array,
846,Hand of Straights,Medium,https://leetcode.com/problems/hand-of-straights,
1066,Campus Bikes II,Medium,https://leetcode.com/problems/campus-bikes-ii,
54,Spiral Matrix,Medium,https://leetcode.com/problems/spiral-matrix,
15,3Sum,Medium,https://leetcode.com/problems/3sum,
221,Maximal Square,Medium,https://leetcode.com/problems/maximal-square,
17,Letter Combinations of a Phone Number,Medium,https://leetcode.com/problems/letter-combinations-of-a-phone-number,
616,Add Bold Tag in String,Medium,https://leetcode.com/problems/add-bold-tag-in-string,
362,Design Hit Counter,Medium,https://leetcode.com/problems/design-hit-counter,
981,Time Based Key-Value Store,Medium,https://leetcode.com/problems/time-based-key-value-store,
837,New 21 Game,Medium,https://leetcode.com/problems/new-21-game,
911,Online Election,Medium,https://leetcode.com/problems/online-election,
558,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,
490,The Maze,Medium,https://leetcode.com/problems/the-maze,
659,Split Array into Consecutive Subsequences,Medium,https://leetcode.com/problems/split-array-into-consecutive-subsequences,
380,Insert Delete GetRandom O(1),Medium,https://leetcode.com/problems/insert-delete-getrandom-o1,
528,Random Pick with Weight,Medium,https://leetcode.com/problems/random-pick-with-weight,
166,Fraction to Recurring Decimal,Medium,https://leetcode.com/problems/fraction-to-recurring-decimal,
139,Word Break,Medium,https://leetcode.com/problems/word-break,
406,Queue Reconstruction by Height,Medium,https://leetcode.com/problems/queue-reconstruction-by-height,
505,The Maze II,Medium,https://leetcode.com/problems/the-maze-ii,
723,Candy Crush,Medium,https://leetcode.com/problems/candy-crush,
900,RLE Iterator,Medium,https://leetcode.com/problems/rle-iterator,
375,Guess Number Higher or Lower II,Medium,https://leetcode.com/problems/guess-number-higher-or-lower-ii,
457,Circular Array Loop,Medium,https://leetcode.com/problems/circular-array-loop,
722,Remove Comments,Medium,https://leetcode.com/problems/remove-comments,
31,Next Permutation,Medium,https://leetcode.com/problems/next-permutation,
5,Longest Palindromic Substring,Medium,https://leetcode.com/problems/longest-palindromic-substring,
318,Maximum Product of Word Lengths,Medium,https://leetcode.com/problems/maximum-product-of-word-lengths,
353,Design Snake Game,Medium,https://leetcode.com/problems/design-snake-game,
249,Group Shifted Strings,Medium,https://leetcode.com/problems/group-shifted-strings,
729,My Calendar I,Medium,https://leetcode.com/problems/my-calendar-i,
341,Flatten Nested List Iterator,Medium,https://leetcode.com/problems/flatten-nested-list-iterator,
951,Flip Equivalent Binary Trees,Medium,https://leetcode.com/problems/flip-equivalent-binary-trees,
320,Generalized Abbreviation,Medium,https://leetcode.com/problems/generalized-abbreviation,
332,Reconstruct Itinerary,Medium,https://leetcode.com/problems/reconstruct-itinerary,
835,Image Overlap,Medium,https://leetcode.com/problems/image-overlap,
444,Sequence Reconstruction,Medium,https://leetcode.com/problems/sequence-reconstruction,
400,Nth Digit,Medium,https://leetcode.com/problems/nth-digit,
285,Inorder Successor in BST,Medium,https://leetcode.com/problems/inorder-successor-in-bst,
43,Multiply Strings,Medium,https://leetcode.com/problems/multiply-strings,
208,Implement Trie (Prefix Tree),Medium,https://leetcode.com/problems/implement-trie-prefix-tree,
963,Minimum Area Rectangle II,Medium,https://leetcode.com/problems/minimum-area-rectangle-ii,
484,Find Permutation,Medium,https://leetcode.com/problems/find-permutation,
369,Plus One Linked List,Medium,https://leetcode.com/problems/plus-one-linked-list,
162,Find Peak Element,Medium,https://leetcode.com/problems/find-peak-element,
133,Clone Graph,Medium,https://leetcode.com/problems/clone-graph,
34,Find First and Last Position of Element in Sorted Array,Medium,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,
127,Word Ladder,Medium,https://leetcode.com/problems/word-ladder,
91,Decode Ways,Medium,https://leetcode.com/problems/decode-ways,
215,Kth Largest Element in an Array,Medium,https://leetcode.com/problems/kth-largest-element-in-an-array,
946,Validate Stack Sequences,Medium,https://leetcode.com/problems/validate-stack-sequences,
33,Search in Rotated Sorted Array,Medium,https://leetcode.com/problems/search-in-rotated-sorted-array,
11,Container With Most Water,Medium,https://leetcode.com/problems/container-with-most-water,
334,Increasing Triplet Subsequence,Medium,https://leetcode.com/problems/increasing-triplet-subsequence,
325,Maximum Size Subarray Sum Equals k,Medium,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,
497,Random Point in Non-overlapping Rectangles,Medium,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,
817,Linked List Components,Medium,https://leetcode.com/problems/linked-list-components,
286,Walls and Gates,Medium,https://leetcode.com/problems/walls-and-gates,
1048,Longest String Chain,Medium,https://leetcode.com/problems/longest-string-chain,
138,Copy List with Random Pointer,Medium,https://leetcode.com/problems/copy-list-with-random-pointer,
173,Binary Search Tree Iterator,Medium,https://leetcode.com/problems/binary-search-tree-iterator,
150,Evaluate Reverse Polish Notation,Medium,https://leetcode.com/problems/evaluate-reverse-polish-notation,
743,Network Delay Time,Medium,https://leetcode.com/problems/network-delay-time,
752,Open the Lock,Medium,https://leetcode.com/problems/open-the-lock,
130,Surrounded Regions,Medium,https://leetcode.com/problems/surrounded-regions,
529,Minesweeper,Medium,https://leetcode.com/problems/minesweeper,
161,One Edit Distance,Medium,https://leetcode.com/problems/one-edit-distance,
427,Construct Quad Tree,Medium,https://leetcode.com/problems/construct-quad-tree,
801,Minimum Swaps To Make Sequences Increasing,Medium,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,
498,Diagonal Traverse,Medium,https://leetcode.com/problems/diagonal-traverse,
307,Range Sum Query - Mutable,Medium,https://leetcode.com/problems/range-sum-query-mutable,
324,Wiggle Sort II,Medium,https://leetcode.com/problems/wiggle-sort-ii,
22,Generate Parentheses,Medium,https://leetcode.com/problems/generate-parentheses,
853,Car Fleet,Medium,https://leetcode.com/problems/car-fleet,
486,Predict the Winner,Medium,https://leetcode.com/problems/predict-the-winner,
708,Insert into a Sorted Circular Linked List,Medium,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,
855,Exam Room,Medium,https://leetcode.com/problems/exam-room,
1197,Minimum Knight Moves,Medium,https://leetcode.com/problems/minimum-knight-moves,
684,Redundant Connection,Medium,https://leetcode.com/problems/redundant-connection,
370,Range Addition,Medium,https://leetcode.com/problems/range-addition,
250,Count Univalue Subtrees,Medium,https://leetcode.com/problems/count-univalue-subtrees,
337,House Robber III,Medium,https://leetcode.com/problems/house-robber-iii,
241,Different Ways to Add Parentheses,Medium,https://leetcode.com/problems/different-ways-to-add-parentheses,
1145,Binary Tree Coloring Game,Medium,https://leetcode.com/problems/binary-tree-coloring-game,
769,Max Chunks To Make Sorted,Medium,https://leetcode.com/problems/max-chunks-to-make-sorted,
792,Number of Matching Subsequences,Medium,https://leetcode.com/problems/number-of-matching-subsequences,
767,Reorganize String,Medium,https://leetcode.com/problems/reorganize-string,
510,Inorder Successor in BST II,Medium,https://leetcode.com/problems/inorder-successor-in-bst-ii,
845,Longest Mountain in Array,Medium,https://leetcode.com/problems/longest-mountain-in-array,
48,Rotate Image,Medium,https://leetcode.com/problems/rotate-image,
229,Majority Element II,Medium,https://leetcode.com/problems/majority-element-ii,
62,Unique Paths,Medium,https://leetcode.com/problems/unique-paths,
776,Split BST,Medium,https://leetcode.com/problems/split-bst,
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,
935,Knight Dialer,Medium,https://leetcode.com/problems/knight-dialer,
55,Jump Game,Medium,https://leetcode.com/problems/jump-game,
49,Group Anagrams,Medium,https://leetcode.com/problems/group-anagrams,
894,All Possible Full Binary Trees,Medium,https://leetcode.com/problems/all-possible-full-binary-trees,
1011,Capacity To Ship Packages Within D Days,Medium,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,
549,Binary Tree Longest Consecutive Sequence II,Medium,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii,
379,Design Phone Directory,Medium,https://leetcode.com/problems/design-phone-directory,
36,Valid Sudoku,Medium,https://leetcode.com/problems/valid-sudoku,
187,Repeated DNA Sequences,Medium,https://leetcode.com/problems/repeated-dna-sequences,
1376,Time Needed to Inform All Employees,Medium,https://leetcode.com/problems/time-needed-to-inform-all-employees,
635,Design Log Storage System,Medium,https://leetcode.com/problems/design-log-storage-system,
676,Implement Magic Dictionary,Medium,https://leetcode.com/problems/implement-magic-dictionary,
240,Search a 2D Matrix II,Medium,https://leetcode.com/problems/search-a-2d-matrix-ii,
277,Find the Celebrity,Medium,https://leetcode.com/problems/find-the-celebrity,
236,Lowest Common Ancestor of a Binary Tree,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,
373,Find K Pairs with Smallest Sums,Medium,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,
469,Convex Polygon,Medium,https://leetcode.com/problems/convex-polygon,
8,String to Integer (atoi),Medium,https://leetcode.com/problems/string-to-integer-atoi,
134,Gas Station,Medium,https://leetcode.com/problems/gas-station,
540,Single Element in a Sorted Array,Medium,https://leetcode.com/problems/single-element-in-a-sorted-array,
64,Minimum Path Sum,Medium,https://leetcode.com/problems/minimum-path-sum,
63,Unique Paths II,Medium,https://leetcode.com/problems/unique-paths-ii,
287,Find the Duplicate Number,Medium,https://leetcode.com/problems/find-the-duplicate-number,
238,Product of Array Except Self,Medium,https://leetcode.com/problems/product-of-array-except-self,
582,Kill Process,Medium,https://leetcode.com/problems/kill-process,
300,Longest Increasing Subsequence,Medium,https://leetcode.com/problems/longest-increasing-subsequence,
1423,Maximum Points You Can Obtain from Cards,Medium,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,
688,Knight Probability in Chessboard,Medium,https://leetcode.com/problems/knight-probability-in-chessboard,
251,Flatten 2D Vector,Medium,https://leetcode.com/problems/flatten-2d-vector,
419,Battleships in a Board,Medium,https://leetcode.com/problems/battleships-in-a-board,
46,Permutations,Medium,https://leetcode.com/problems/permutations,
117,Populating Next Right Pointers in Each Node II,Medium,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,
702,Search in a Sorted Array of Unknown Size,Medium,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size,
